train_number,station_sequence,station_code,station_name,scheduled_arrival,scheduled_departure,distance_km,day
01487,10,BTW,Barsi Town,11:14,11:17,268.8,1
01487,11,UMD,Usmanabad,12:01,--:--,309.9,1
01488,1,HGL,Harangul,--:--,06:00,0.0,1
01488,2,UMD,Usmanabad,07:10,07:13,64.9,1
01488,3,BTW,Barsi Town,07:57,08:00,106.1,1
01488,4,KWV,Kurduvadi,08:50,08:53,152.0,1
01488,5,KEM,Kem,09:17,09:20,174.9,1
01488,6,JEUR,Jeur,09:41,09:44,194.1,1
01488,7,PRWD,Parewadi,10:15,10:18,222.8,1
01488,8,DD,Daund Jn,11:19,11:22,279.0,1
01488,9,KDG,Kedgaon,11:51,11:54,306.5,1
01488,10,URI,Uruli,12:29,12:32,338.9,1
01488,11,HDP,Hadapsar,13:03,13:06,367.4,1
01488,12,PUNE,Pune Jn,13:14,--:--,374.8,1
01595,1,KAWR,Karwar,--:--,06:00,0.0,1
01595,2,CNO,Cancona,06:35,06:38,33.0,1
01595,3,MAO,Madgaon,07:19,07:22,71.3,1
01595,4,KAWR,Karwar,08:38,08:41,141.3,1
01595,5,CNO,Cancona,09:16,09:19,174.2,1
01595,6,MAO,Madgaon,10:00,--:--,212.6,1
01596,1,MAO,Madgaon,--:--,06:00,0.0,1
01596,2,CNO,Cancona,06:41,06:44,38.3,1
01596,3,MAO,Madgaon,07:25,07:28,76.7,1
01596,4,CNO,Cancona,08:09,--:--,115.0,1
01661,1,RKMP,Rani Kamlapati,--:--,06:00,0.0,1
01661,2,MDDP,Mandi Dip,06:30,06:33,28.0,1
01661,3,ODG,Obaidulla Ganj,06:51,06:54,45.2,1
01661,4,BNI,Budni,07:28,07:31,77.3,1
01661,5,NDPM,Narmadapuram,08:01,08:04,105.3,1
01661,6,ET,Itarsi Jn,08:34,08:37,133.1,1
01661,7,SGP,Sohagpur,09:39,09:42,190.6,1
01661,8,PPI,Pipariya,10:06,10:09,213.3,1
01661,9,GAR,Gadarwara,11:15,11:18,274.2,1
01661,10,KY,Kareli,11:57,12:00,310.6,1
01661,11,NU,Narsinghpur,12:21,12:24,330.0,1
01661,12,SRID,Shridham,13:05,13:08,367.7,1
01661,13,MML,Madan Mahal,14:13,14:16,427.5,1
01661,14,JBP,Jabalpur,14:20,14:23,431.5,1
01661,15,DOE,Deori,14:45,14:48,452.1,1
01661,16,SHR,Sihora Road,15:17,15:20,479.4,1
01661,17,KTE,Katni,16:30,16:33,543.9,1
01661,18,JKE,Jukehi,16:57,17:00,566.1,1
01661,19,MYR,Maihar,18:02,18:05,623.6,1
01661,20,STA,Satna,18:54,18:57,669.0,1
01661,21,JTW,Jaitwar,19:24,19:27,693.8,1
01661,22,MJG,Majhagawan,19:54,19:57,719.4,1
01661,23,MKP,Manikpur Jn,20:43,20:46,761.6,1
01661,24,PCOI,Prayagraj Chheoki,21:16,21:19,789.6,1
01661,25,MZP,Mirzapur,00:46,00:49,980.1,1
01661,26,CAR,Chunar,01:32,01:35,1019.6,1
01661,27,BSBS,Banaras,02:05,--:--,1047.6,1
01665,1,RKMP,Rani Kamlapati,--:--,06:00,0.0,1
01665,2,NDPM,Narmadapuram,06:30,06:33,28.0,1
01665,3,ET,Itarsi Jn,07:03,07:06,56.0,1
01665,4,PPI,Pipariya,08:33,08:36,135.9,1
01665,5,GAR,Gadarwara,09:42,09:45,196.9,1
01665,6,NU,Narsinghpur,10:45,10:48,252.6,1
01665,7,JBP,Jabalpur,12:38,12:41,354.1,1
01665,8,KTE,Katni,14:42,14:45,465.9,1
01665,9,MYR,Maihar,16:08,16:11,542.3,1
01665,10,STA,Satna,17:00,17:03,587.6,1
01665,11,MKP,Manikpur Jn,18:28,18:31,666.0,1
01665,12,PCOI,Prayagraj Chheoki,19:01,19:04,694.0,1
01665,13,MZP,Mirzapur,22:31,22:34,884.5,1
01665,14,DDU,Pt Deen Dayal Upadhyay Jn,23:04,23:07,912.5,1
01665,15,BXR,Buxar,02:36,02:39,1104.1,1
01665,16,ARA,Ara,04:14,04:17,1191.5,1
01665,17,DNR,Danapur,05:10,05:13,1240.8,2
01665,18,PPTA,Patliputra,05:19,05:22,1247.2,2
01665,19,HJP,Hajipur Jn,05:46,05:49,1269.3,2
01665,20,BJU,Barauni Jn,07:43,07:46,1374.3,2
01665,21,BGS,Begu Sarai,08:07,08:10,1393.8,2
01665,22,KGG,Khagaria Jn,08:58,09:01,1437.8,2
01665,23,NNA,Naugachia,10:31,10:34,1520.4,2
01665,24,KIR,Katihar Jn,11:44,11:47,1585.4,2
01665,25,KNE,Kishanganj,13:27,13:30,1677.7,2
01665,26,NJP,New Jalpaiguri,15:23,15:26,1782.1,2
01665,27,NCB,New Cooch Behar,17:57,18:00,1921.0,2
01665,28,NBQ,New Bongaigaon,20:29,20:32,2058.1,2
01665,29,RNY,Rangiya Jn,23:00,23:03,2194.4,2
01665,30,GHY,Guwahati,23:48,23:51,2236.5,2
01665,31,CPK,Chaparmukh Jn,01:36,01:39,2333.6,2
01665,32,NHLG,Nhlg,02:09,02:12,2361.6,2
01665,33,BPB,Badarpur Jn,05:39,05:42,2552.0,3
01665,34,NKMG,New Karimganj,06:12,06:15,2580.0,3
01665,35,DMR,Dharmanagar,07:49,07:52,2666.9,3
01665,36,KUGT,Kumarghat,08:30,08:33,2702.2,3
01665,37,ABSA,Ambassa,09:15,09:18,2740.9,3
01665,38,TLMR,Teliamura,09:54,09:57,2774.0,3
01665,39,AGTL,Agartala,10:46,10:49,2819.2,3
01665,40,RKMP,Rani Kamlapati,11:19,11:22,2847.2,3
01665,41,NDPM,Narmadapuram,11:52,11:55,2875.2,3
01665,42,ET,Itarsi Jn,20:11,20:14,4650.1,4
01665,43,PPI,Pipariya,21:41,21:44,4730.0,4
01665,44,GAR,Gadarwara,22:50,22:53,4791.0,4
01665,45,NU,Narsinghpur,23:53,23:56,4846.7,5
01665,46,JBP,Jabalpur,01:46,01:49,4948.2,5
01665,47,KTE,Katni,03:50,03:53,5060.0,5
01665,48,MYR,Maihar,05:16,05:19,5136.4,5
01665,49,STA,Satna,06:08,06:11,5181.7,5
01665,50,MKP,Manikpur Jn,07:36,07:39,5260.1,5
01665,51,PCOI,Prayagraj Chheoki,08:09,08:12,5288.1,5
01665,52,MZP,Mirzapur,11:39,11:42,5478.6,5
01665,53,DDU,Pt Deen Dayal Upadhyay Jn,12:12,12:15,5506.6,5
01665,54,BXR,Buxar,15:44,15:47,5698.2,5
01665,55,ARA,Ara,17:22,17:25,5785.6,5
01665,56,DNR,Danapur,18:18,18:21,5834.9,5
01665,57,PPTA,Patliputra,18:27,18:30,5841.3,5
01665,58,HJP,Hajipur Jn,18:54,18:57,5863.4,5
01665,59,BJU,Barauni Jn,20:51,20:54,5968.5,5
01665,60,BGS,Begu Sarai,21:15,21:18,5987.9,5
01665,61,KGG,Khagaria Jn,22:06,22:09,6031.9,6
01665,62,NNA,Naugachia,23:39,23:42,6114.5,6
01665,63,KIR,Katihar Jn,00:52,00:55,6179.5,6
01665,64,KNE,Kishanganj,02:35,02:38,6271.8,6
01665,65,NJP,New Jalpaiguri,04:31,04:34,6376.2,6
01665,66,NCB,New Cooch Behar,07:05,07:08,6515.1,6
01665,67,NBQ,New Bongaigaon,09:37,09:40,6652.2,6
01665,68,RNY,Rangiya Jn,12:08,12:11,6788.5,6
01665,69,GHY,Guwahati,12:56,12:59,6830.6,6
01665,70,CPK,Chaparmukh Jn,14:44,14:47,6927.7,6
01665,71,NHLG,Nhlg,15:17,15:20,6955.7,6
01665,72,BPB,Badarpur Jn,18:47,18:50,7146.1,6
01665,73,NKMG,New Karimganj,19:20,19:23,7174.1,6
01665,74,DMR,Dharmanagar,20:57,21:00,7261.0,7
01665,75,KUGT,Kumarghat,21:38,21:41,7296.3,7
01665,76,ABSA,Ambassa,22:23,22:26,7335.0,7
01665,77,TLMR,Teliamura,23:02,23:05,7368.1,7
01665,78,AGTL,Agartala,23:54,--:--,7413.3,7
01666,1,AGTL,Agartala,--:--,06:00,0.0,1
01666,2,TLMR,Teliamura,06:49,06:52,45.2,1
01666,3,ABSA,Ambassa,07:28,07:31,78.4,1
01666,4,KUGT,Kumarghat,08:13,08:16,117.0,1
01666,5,DMR,Dharmanagar,08:54,08:57,152.3,1
01666,6,NKMG,New Karimganj,09:27,09:30,180.3,1
01666,7,BPB,Badarpur Jn,11:04,11:07,267.2,1
01666,8,NHLG,Nhlg,11:37,11:40,295.2,1
01666,9,CPK,Chaparmukh Jn,15:07,15:10,485.6,1
01666,10,GHY,Guwahati,16:55,16:58,582.7,1
01666,11,RNY,Rangiya Jn,17:43,17:46,624.8,1
01666,12,NBQ,New Bongaigaon,20:14,20:17,761.1,1
01666,13,NCB,New Cooch Behar,22:46,22:49,898.2,1
01666,14,NJP,New Jalpaiguri,01:20,01:23,1037.1,1
01666,15,KNE,Kishanganj,03:16,03:19,1141.5,1
01666,16,KIR,Katihar Jn,04:59,05:02,1233.8,2
01666,17,NNA,Naugachia,06:12,06:15,1298.8,2
01666,18,KGG,Khagaria Jn,07:45,07:48,1381.4,2
01666,19,BGS,Begu Sarai,08:36,08:39,1425.4,2
01666,20,BJU,Barauni Jn,09:00,09:03,1444.9,2
01666,21,HJP,Hajipur Jn,10:57,11:00,1549.9,2
01666,22,PPTA,Patliputra,11:24,11:27,1572.0,2
01666,23,DNR,Danapur,11:33,11:36,1578.5,2
01666,24,ARA,Ara,12:29,12:32,1627.7,2
01666,25,BXR,Buxar,14:07,14:10,1715.1,2
01666,26,DDU,Pt Deen Dayal Upadhyay Jn,14:40,14:43,1743.1,2
01666,27,MZP,Mirzapur,18:12,18:15,1934.7,2
01666,28,PCOI,Prayagraj Chheoki,18:45,18:48,1962.7,2
01666,29,MKP,Manikpur Jn,22:15,22:18,2153.2,2
01666,30,STA,Satna,23:43,23:46,2231.6,2
01666,31,MYR,Maihar,00:35,00:38,2277.0,2
01666,32,KTE,Katni,02:01,02:04,2353.3,2
01666,33,JBP,Jabalpur,04:05,04:08,2465.1,3
01666,34,NU,Narsinghpur,05:58,06:01,2566.6,3
01666,35,GAR,Gadarwara,07:01,07:04,2622.4,3
01666,36,PPI,Pipariya,08:10,08:13,2683.3,3
01666,37,ET,Itarsi Jn,09:40,09:43,2763.2,3
01666,38,NDPM,Narmadapuram,10:13,10:16,2791.2,3
01666,39,RKMP,Rani Kamlapati,10:46,10:49,2819.2,3
01666,40,AGTL,Agartala,19:05,19:08,4594.1,4
01666,41,TLMR,Teliamura,19:57,20:00,4639.4,4
01666,42,ABSA,Ambassa,20:36,20:39,4672.5,4
01666,43,KUGT,Kumarghat,21:21,21:24,4711.1,4
01666,44,DMR,Dharmanagar,22:02,22:05,4746.4,4
01666,45,NKMG,New Karimganj,22:35,22:38,4774.4,4
01666,46,BPB,Badarpur Jn,00:12,00:15,4861.3,5
01666,47,NHLG,Nhlg,00:45,00:48,4889.3,5
01666,48,CPK,Chaparmukh Jn,04:15,04:18,5079.7,5
01666,49,GHY,Guwahati,06:03,06:06,5176.8,5
01666,50,RNY,Rangiya Jn,06:51,06:54,5218.9,5
01666,51,NBQ,New Bongaigaon,09:22,09:25,5355.2,5
01666,52,NCB,New Cooch Behar,11:54,11:57,5492.3,5
01666,53,NJP,New Jalpaiguri,14:28,14:31,5631.2,5
01666,54,KNE,Kishanganj,16:24,16:27,5735.6,5
01666,55,KIR,Katihar Jn,18:07,18:10,5827.9,5
01666,56,NNA,Naugachia,19:20,19:23,5892.9,5
01666,57,KGG,Khagaria Jn,20:53,20:56,5975.5,5
01666,58,BGS,Begu Sarai,21:44,21:47,6019.5,6
01666,59,BJU,Barauni Jn,22:08,22:11,6039.0,6
01666,60,HJP,Hajipur Jn,00:05,00:08,6144.0,6
01666,61,PPTA,Patliputra,00:32,00:35,6166.2,6
01666,62,DNR,Danapur,00:41,00:44,6172.6,6
01666,63,ARA,Ara,01:37,01:40,6221.8,6
01666,64,BXR,Buxar,03:15,03:18,6309.2,6
01666,65,DDU,Pt Deen Dayal Upadhyay Jn,03:48,03:51,6337.2,6
01666,66,MZP,Mirzapur,07:20,07:23,6528.8,6
01666,67,PCOI,Prayagraj Chheoki,07:53,07:56,6556.8,6
01666,68,MKP,Manikpur Jn,11:23,11:26,6747.3,6
01666,69,STA,Satna,12:51,12:54,6825.7,6
01666,70,MYR,Maihar,13:43,13:46,6871.1,6
01666,71,KTE,Katni,15:09,15:12,6947.4,6
01666,72,JBP,Jabalpur,17:13,17:16,7059.2,6
01666,73,NU,Narsinghpur,19:06,19:09,7160.7,6
01666,74,GAR,Gadarwara,20:09,20:12,7216.5,7
01666,75,PPI,Pipariya,21:18,21:21,7277.5,7
01666,76,ET,Itarsi Jn,22:48,22:51,7357.3,7
01666,77,NDPM,Narmadapuram,23:21,23:24,7385.3,7
01666,78,RKMP,Rani Kamlapati,23:54,--:--,7413.3,7
02131,1,PUNE,Pune Jn,--:--,06:00,0.0,1
02131,2,DDCC,Daund Chord Line,06:30,06:33,28.0,1
02131,3,ANG,Ahmadnagar,09:03,09:06,166.3,1
02131,4,BAP,Belapur,10:30,10:33,244.1,1
02131,5,KPG,Kopargaon,11:22,11:25,289.7,1
02131,6,MMR,Manmad Jn,12:19,12:22,339.8,1
02131,7,BSL,Bhusaval Jn,16:13,16:16,552.5,1
02131,8,HD,Harda,20:51,20:54,805.3,1
02131,9,ET,Itarsi Jn,22:38,22:41,900.9,1
02131,10,PPI,Pipariya,00:08,00:11,980.8,1
02131,11,NU,Narsinghpur,02:17,02:20,1096.8,1
02131,12,MML,Madan Mahal,04:06,04:09,1194.2,1
02131,13,JBP,Jabalpur,04:13,--:--,1198.3,1
02132,1,JBP,Jabalpur,--:--,06:00,0.0,1
02132,2,MML,Madan Mahal,06:04,06:07,4.1,1
02132,3,NU,Narsinghpur,07:53,07:56,101.5,1
02132,4,PPI,Pipariya,10:02,10:05,217.5,1
02132,5,ET,Itarsi Jn,11:32,11:35,297.3,1
02132,6,HD,Harda,13:19,13:22,393.0,1
02132,7,BSL,Bhusaval Jn,17:57,18:00,645.8,1
02132,8,MMR,Manmad Jn,21:51,21:54,858.4,1
02132,9,KPG,Kopargaon,22:48,22:51,908.6,1
02132,10,BAP,Belapur,23:40,23:43,954.1,1
02132,11,ANG,Ahmadnagar,01:07,01:10,1032.0,1
02132,12,DDCC,Daund Chord Line,01:40,01:43,1060.0,1
02132,13,PUNE,Pune Jn,04:13,--:--,1198.3,1
02133,1,BDTS,Mumbai Bandra Terminus,--:--,06:00,0.0,1
02133,2,BVI,Borivali,06:26,06:29,23.8,1
02133,3,VAPI,Vapi,09:27,09:30,187.0,1
02133,4,ST,Surat,11:39,11:42,305.8,1
02133,5,BRC,Vadodara Jn,14:40,14:43,469.3,1
02133,6,RTM,Ratlam Jn,19:54,19:57,755.0,1
02133,7,UJN,Ujjain Jn,21:44,21:47,853.3,1
02133,8,SHRN,Sant Hirdaram Nagar,22:17,22:20,881.3,1
02133,9,BPL,Bhopal Jn,02:13,02:16,1095.1,1
02133,10,NDPM,Narmadapuram,02:46,02:49,1123.1,1
02133,11,ET,Itarsi Jn,04:43,04:46,1227.7,2
02133,12,PPI,Pipariya,06:13,06:16,1307.6,2
02133,13,NU,Narsinghpur,08:22,08:25,1423.5,2
02133,14,JBP,Jabalpur,10:15,--:--,1525.0,2
02134,1,JBP,Jabalpur,--:--,06:00,0.0,1
02134,2,NU,Narsinghpur,07:50,07:53,101.5,1
02134,3,PPI,Pipariya,09:59,10:02,217.4,1
02134,4,ET,Itarsi Jn,11:29,11:32,297.3,1
02134,5,NDPM,Narmadapuram,12:02,12:05,325.3,1
02134,6,BPL,Bhopal Jn,13:59,14:02,429.9,1
02134,7,SHRN,Sant Hirdaram Nagar,14:32,14:35,457.9,1
02134,8,UJN,Ujjain Jn,18:28,18:31,671.7,1
02134,9,RTM,Ratlam Jn,20:18,20:21,770.0,1
02134,10,BRC,Vadodara Jn,01:32,01:35,1055.7,1
02134,11,UDN,Udhna Jn,04:38,04:41,1223.7,2
02134,12,VAPI,Vapi,06:45,06:48,1337.3,2
02134,13,BVI,Borivali,09:46,09:49,1500.5,2
02134,14,BDTS,Mumbai Bandra Terminus,10:15,--:--,1524.4,2
02197,1,CBE,Coimbatore Jn,--:--,06:00,0.0,1
02197,2,PGT,Palakkad,06:58,07:01,53.2,1
02197,3,SRR,Shoranur Jn,07:57,08:00,105.3,1
02197,4,TIR,Tirur,08:58,09:01,159.2,1
02197,5,CLT,Kozhikode,09:56,09:59,210.0,1
02197,6,BDJ,Vadakara,11:00,11:03,266.2,1
02197,7,CAN,Kannur,11:57,12:00,316.1,1
02197,8,KGQ,Kasaragod,13:52,13:55,419.1,1
02197,9,MAJN,Mangalore Jn,14:55,14:58,474.5,1
02197,10,MULK,Mulki,15:31,15:34,505.1,1
02197,11,UD,Udupi,16:15,16:18,543.5,1
02197,12,KUDA,Kundapura,17:01,17:04,583.4,1
02197,13,BYNR,Mookambika Road,17:46,17:49,622.6,1
02197,14,KT,Kumta,19:22,19:25,708.1,1
02197,15,KAWR,Karwar,20:34,20:37,771.8,1
02197,16,MAO,Madgaon,21:53,21:56,841.8,1
02197,17,THVM,Thivim,22:53,22:56,894.9,1
02197,18,KUDL,Kudal,00:03,00:06,956.4,1
02197,19,KKW,Kankavali,00:43,00:46,991.2,1
02197,20,RN,Ratnagiri,02:53,02:56,1108.1,1
02197,21,CHI,Chiplun,04:23,04:26,1188.1,1
02197,22,KHED,Khed,04:57,05:00,1216.8,2
02197,23,ROHA,Roha,07:01,07:04,1328.2,2
02197,24,PNVL,Panvel,08:28,08:31,1405.7,2
02197,25,NK,Nasik Road,11:33,11:36,1572.7,2
02197,26,BSL,Bhusaval Jn,17:06,17:09,1875.7,2
02197,27,KNW,Khandwa,19:34,19:37,2009.2,2
02197,28,HD,Harda,21:51,21:54,2132.0,2
02197,29,ET,Itarsi Jn,23:38,23:41,2227.7,2
02197,30,PPI,Pipariya,01:08,01:11,2307.6,2
02197,31,GAR,Gadarwara,02:17,02:20,2368.5,2
02197,32,NU,Narsinghpur,03:20,03:23,2424.3,3
02197,33,JBP,Jabalpur,05:13,--:--,2525.8,3
02198,1,JBP,Jabalpur,--:--,06:00,0.0,1
02198,2,NU,Narsinghpur,07:50,07:53,101.5,1
02198,3,GAR,Gadarwara,08:53,08:56,157.2,1
02198,4,PPI,Pipariya,10:02,10:05,218.2,1
02198,5,ET,Itarsi Jn,11:32,11:35,298.1,1
02198,6,HD,Harda,13:19,13:22,393.8,1
02198,7,KNW,Khandwa,15:36,15:39,516.6,1
02198,8,BSL,Bhusaval Jn,18:04,18:07,650.0,1
02198,9,NK,Nasik Road,23:37,23:40,953.1,1
02198,10,PNVL,Panvel,02:42,02:45,1120.1,1
02198,11,ROHA,Roha,04:09,04:12,1197.6,1
02198,12,KHED,Khed,06:13,06:16,1309.0,2
02198,13,CHI,Chiplun,06:47,06:50,1337.6,2
02198,14,RN,Ratnagiri,08:17,08:20,1417.7,2
02198,15,KKW,Kankavali,10:27,10:30,1534.6,2
02198,16,KUDL,Kudal,11:07,11:10,1569.4,2
02198,17,THVM,Thivim,12:17,12:20,1630.9,2
02198,18,MAO,Madgaon,13:17,13:20,1684.0,2
02198,19,KAWR,Karwar,14:36,14:39,1753.9,2
02198,20,KT,Kumta,15:48,15:51,1817.7,2
02198,21,BYNR,Mookambika Road,17:24,17:27,1903.2,2
02198,22,KUDA,Kundapura,18:09,18:12,1942.4,2
02198,23,UD,Udupi,18:55,18:58,1982.2,2
02198,24,MULK,Mulki,19:39,19:42,2020.6,2
02198,25,MAJN,Mangalore Jn,20:15,20:18,2051.2,2
02198,26,KGQ,Kasaragod,21:18,21:21,2106.7,2
02198,27,CAN,Kannur,23:13,23:16,2209.7,2
02198,28,BDJ,Vadakara,00:10,00:13,2259.5,2
02198,29,CLT,Kozhikode,01:14,01:17,2315.8,2
02198,30,TIR,Tirur,02:12,02:15,2366.6,2
02198,31,SRR,Shoranur Jn,03:13,03:16,2420.5,3
02198,32,PGT,Palakkad,04:12,04:15,2472.6,3
02198,33,CBE,Coimbatore Jn,05:13,--:--,2525.8,3
02393,1,RJPB,Rajendra Nagar Bihar,--:--,06:00,0.0,1
02393,2,PNBE,Patna Jn,06:03,06:06,3.3,1
02393,3,DNR,Danapur,06:19,06:22,15.5,1
02393,4,ARA,Ara,07:15,07:18,64.8,1
02393,5,BXR,Buxar,08:53,08:56,152.1,1
02393,6,DDU,Pt Deen Dayal Upadhyay Jn,09:26,09:29,180.1,1
02393,7,PRYJ,Prayagraj Jn,09:59,10:02,208.1,1
02393,8,GOY,Govindpuri,18:52,18:55,694.3,1
02393,9,NDLS,New Delhi,03:59,--:--,1193.6,1
02563,1,BJU,Barauni Jn,--:--,06:00,0.0,1
02563,2,MFP,Muzaffarpur Jn,08:13,08:16,122.3,1
02563,3,CPR,Chhapra,10:00,10:03,218.5,1
02563,4,SV,Siwan Jn,11:26,11:29,294.7,1
02563,5,DEOS,Deoria Sadar,13:01,13:04,379.5,1
02563,6,GKP,Gorakhpur Jn,14:11,14:14,441.8,1
02563,7,BST,Basti,15:39,15:42,519.9,1
02563,8,ASH,Aishbagh,19:59,20:02,756.2,1
02563,9,CNB,Kanpur Central,21:39,21:42,845.8,1
02563,10,NDLS,New Delhi,06:50,06:53,1348.9,2
02563,11,BJU,Barauni Jn,04:41,04:44,2548.6,3
02563,12,MFP,Muzaffarpur Jn,06:57,07:00,2670.9,3
02563,13,CPR,Chhapra,08:44,08:47,2767.0,3
02563,14,SV,Siwan Jn,10:10,10:13,2843.2,3
02563,15,DEOS,Deoria Sadar,11:45,11:48,2928.1,3
02563,16,GKP,Gorakhpur Jn,12:55,12:58,2990.4,3
02563,17,BST,Basti,14:23,14:26,3068.5,3
02563,18,ASH,Aishbagh,18:43,18:46,3304.8,3
02563,19,CNB,Kanpur Central,20:23,20:26,3394.4,3
02563,20,NDLS,New Delhi,05:34,--:--,3897.4,4
02564,1,NDLS,New Delhi,--:--,06:00,0.0,1
02564,2,CNB,Kanpur Central,15:08,15:11,503.0,1
02564,3,ASH,Aishbagh,16:48,16:51,592.6,1
02564,4,BST,Basti,21:08,21:11,828.9,1
02564,5,GKP,Gorakhpur Jn,22:36,22:39,907.0,1
02564,6,DEOS,Deoria Sadar,23:46,23:49,969.3,1
02564,7,SV,Siwan Jn,01:21,01:24,1054.2,1
02564,8,CPR,Chhapra,02:47,02:50,1130.4,1
02564,9,MFP,Muzaffarpur Jn,04:34,04:37,1226.5,2
02564,10,BJU,Barauni Jn,06:50,06:53,1348.9,2
02564,11,NDLS,New Delhi,04:41,04:44,2548.6,3
02564,12,CNB,Kanpur Central,13:52,13:55,3051.6,3
02564,13,ASH,Aishbagh,15:32,15:35,3141.2,3
02564,14,BST,Basti,19:52,19:55,3377.5,3
02564,15,GKP,Gorakhpur Jn,21:20,21:23,3455.6,3
02564,16,DEOS,Deoria Sadar,22:30,22:33,3517.9,3
02564,17,SV,Siwan Jn,00:05,00:08,3602.8,4
02564,18,CPR,Chhapra,01:31,01:34,3679.0,4
02564,19,MFP,Muzaffarpur Jn,03:18,03:21,3775.1,4
02564,20,BJU,Barauni Jn,05:34,--:--,3897.4,4
02569,1,DBG,Darbhanga Jn,--:--,06:00,0.0,1
02569,2,SPJ,Samastipur Jn,06:49,06:52,45.2,1
02569,3,MFP,Muzaffarpur Jn,08:02,08:05,109.7,1
02569,4,CPR,Chhapra,09:49,09:52,205.8,1
02569,5,SV,Siwan Jn,11:15,11:18,282.0,1
02569,6,DEOS,Deoria Sadar,12:50,12:53,366.9,1
02569,7,GKP,Gorakhpur Jn,14:00,14:03,429.2,1
02569,8,BST,Basti,15:28,15:31,507.3,1
02569,9,ASH,Aishbagh,19:48,19:51,743.6,1
02569,10,CNB,Kanpur Central,21:28,21:31,833.2,1
02569,11,NDLS,New Delhi,06:39,06:42,1336.2,2
02569,12,DBG,Darbhanga Jn,03:39,03:42,2489.2,3
02569,13,SPJ,Samastipur Jn,04:31,04:34,2534.4,3
02569,14,MFP,Muzaffarpur Jn,05:44,05:47,2598.9,3
02569,15,CPR,Chhapra,07:31,07:34,2695.0,3
02569,16,SV,Siwan Jn,08:57,09:00,2771.2,3
02569,17,DEOS,Deoria Sadar,10:32,10:35,2856.1,3
02569,18,GKP,Gorakhpur Jn,11:42,11:45,2918.4,3
02569,19,BST,Basti,13:10,13:13,2996.5,3
02569,20,ASH,Aishbagh,17:30,17:33,3232.8,3
02569,21,CNB,Kanpur Central,19:10,19:13,3322.4,3
02569,22,NDLS,New Delhi,04:21,--:--,3825.4,4
02570,1,NDLS,New Delhi,--:--,06:00,0.0,1
02570,2,CNB,Kanpur Central,15:08,15:11,503.0,1
02570,3,ASH,Aishbagh,16:48,16:51,592.6,1
02570,4,BST,Basti,21:08,21:11,828.9,1
02570,5,GKP,Gorakhpur Jn,22:36,22:39,907.0,1
02570,6,DEOS,Deoria Sadar,23:46,23:49,969.3,1
02570,7,SV,Siwan Jn,01:21,01:24,1054.2,1
02570,8,CPR,Chhapra,02:47,02:50,1130.4,1
02570,9,MFP,Muzaffarpur Jn,04:34,04:37,1226.5,2
02570,10,SPJ,Samastipur Jn,05:47,05:50,1291.0,2
02570,11,DBG,Darbhanga Jn,06:39,06:42,1336.2,2
02570,12,NDLS,New Delhi,03:39,03:42,2489.2,3
02570,13,CNB,Kanpur Central,12:50,12:53,2992.3,3
02570,14,ASH,Aishbagh,14:30,14:33,3081.8,3
02570,15,BST,Basti,18:50,18:53,3318.1,3
02570,16,GKP,Gorakhpur Jn,20:18,20:21,3396.2,3
02570,17,DEOS,Deoria Sadar,21:28,21:31,3458.5,3
02570,18,SV,Siwan Jn,23:03,23:06,3543.4,3
02570,19,CPR,Chhapra,00:29,00:32,3619.6,4
02570,20,MFP,Muzaffarpur Jn,02:16,02:19,3715.7,4
02570,21,SPJ,Samastipur Jn,03:29,03:32,3780.2,4
02570,22,DBG,Darbhanga Jn,04:21,--:--,3825.4,4
02811,1,BBS,Bhubaneswar,--:--,06:00,0.0,1
02811,2,KUR,Khurda Road Jn,06:26,06:29,24.0,1
02811,3,BAM,Brahmapur,09:37,09:40,196.6,1
02811,4,PSA,Palasa,11:20,11:23,288.5,1
02811,5,CHE,Srikakulam Road,12:56,12:59,374.2,1
02811,6,VZM,Vizianagram Jn,14:27,14:30,454.8,1
02811,7,KTV,Kottavalasa,15:16,15:19,497.1,1
02811,8,DVD,Duvvada,15:48,15:51,524.3,1
02811,9,SLO,Samalkot Jn,18:49,18:52,687.5,1
02811,10,RJY,Rajamundry,19:49,19:52,740.6,1
02811,11,BZA,Vijayawada Jn,22:59,23:02,912.7,1
02811,12,GNT,Guntur Jn,23:44,23:47,951.9,1
02811,13,NRT,Narasaraopet,00:47,00:50,1007.5,1
02811,14,MRK,Markapur Road,03:06,03:09,1132.7,1
02811,15,GID,Giddalur,04:25,04:28,1203.0,2
02811,16,NDL,Nandyal,05:37,05:40,1266.4,2
02811,17,DHNE,Dhone,07:11,07:14,1350.3,2
02811,18,DMM,Dharmavaram Jn,09:46,09:49,1490.2,2
02811,19,SSPN,Satya Sai P Nilayam,10:30,10:33,1528.1,2
02811,20,HUP,Hindupur,11:38,11:41,1588.3,2
02811,21,YPR,Yesvantpur Jn,13:44,--:--,1701.9,2
02812,1,YPR,Yesvantpur Jn,--:--,06:00,0.0,1
02812,2,SSPN,Satya Sai P Nilayam,08:59,09:02,164.4,1
02812,3,DMM,Dharmavaram Jn,09:43,09:46,202.4,1
02812,4,DHNE,Dhone,12:18,12:21,342.3,1
02812,5,NDL,Nandyal,13:52,13:55,426.2,1
02812,6,GID,Giddalur,15:04,15:07,489.6,1
